Date,Close/Last,Volume,Open,High,Low
04/30/2025,$0.11,132584,$0.0887,$0.11,$0.0887
04/29/2025,$0.1007,16000,$0.0916,$0.1007,$0.0916
04/28/2025,$0.0939,98005,$0.0995,$0.1101,$0.0791
04/25/2025,$0.0896,85558,$0.0993,$0.1022,$0.0886
04/24/2025,$0.081,89000,$0.1283,$0.1283,$0.0731
04/23/2025,$0.0921,86190,$0.0921,$0.0988,$0.0824
04/22/2025,$0.066,6340,$0.0846,$0.0846,$0.066
04/21/2025,$0.0838,600,$0.0823,$0.0838,$0.0823
04/17/2025,$0.075,39000,$0.087,$0.087,$0.075
04/16/2025,$0.0723,161864,$0.068,$0.0883,$0.068
04/15/2025,$0.0714,17100,$0.10,$0.10,$0.0714
04/14/2025,$0.0806,127799,$0.075,$0.0913,$0.0698
04/11/2025,$0.08,143000,$0.074,$0.08,$0.0732
04/10/2025,$0.0704,65493,$0.07,$0.079,$0.07
04/09/2025,$0.0674,48774,$0.0735,$0.0735,$0.0669
04/08/2025,$0.072,146500,$0.0732,$0.08,$0.0656
04/07/2025,$0.066,560847,$0.0945,$0.0945,$0.053
04/04/2025,$0.06,154863,$0.065,$0.0998,$0.0435
04/03/2025,$0.08,199379,$0.03,$0.165,$0.03
04/02/2025,$0.0345,78040,$0.0382,$0.0449,$0.0345
04/01/2025,$0.036,178900,$0.0413,$0.0466,$0.032
03/31/2025,$0.0385,191600,$0.032,$0.0458,$0.025
03/28/2025,$0.032,81000,$0.0406,$0.047,$0.032
03/27/2025,$0.035,107500,$0.0336,$0.0477,$0.0305
03/26/2025,$0.036,123675,$0.0305,$0.0448,$0.029
03/25/2025,$0.0433,115000,$0.033,$0.0433,$0.029
03/24/2025,$0.042,14100,$0.0326,$0.042,$0.0326
03/21/2025,$0.035,206108,$0.035,$0.0449,$0.035
03/20/2025,$0.0345,55000,$0.0343,$0.0347,$0.0304
03/19/2025,$0.0274,12400,$0.0335,$0.0365,$0.0274
03/18/2025,$0.03,89850,$0.035,$0.0365,$0.03
03/17/2025,$0.0343,1461,$0.0338,$0.039,$0.0338
03/14/2025,$0.0359,11000,$0.032,$0.0359,$0.032
03/12/2025,$0.035,1000,$0.035,$0.035,$0.035
03/11/2025,$0.0345,1000,$0.0345,$0.0345,$0.0345
03/10/2025,$0.03,1900,$0.0341,$0.0355,$0.03
03/07/2025,$0.0343,700,$0.034,$0.0355,$0.034
03/06/2025,$0.0305,596221,$0.0469,$0.0515,$0.026
03/05/2025,$0.0454,26675,$0.0422,$0.0454,$0.0422
03/04/2025,$0.04,213288,$0.041,$0.049,$0.026
03/03/2025,$0.025,185335,$0.027,$0.0392,$0.0226
02/28/2025,$0.021,269350,$0.0383,$0.0387,$0.021
02/26/2025,$0.0419,53500,$0.0366,$0.048,$0.0366
02/25/2025,$0.0428,99750,$0.041,$0.0542,$0.032
02/24/2025,$0.0375,67000,$0.0492,$0.052,$0.0375
02/21/2025,$0.043,18744,$0.0499,$0.056,$0.043
02/20/2025,$0.0415,17975,$0.0446,$0.0446,$0.0415
02/19/2025,$0.0446,11415,$0.0525,$0.0525,$0.0412
02/18/2025,$0.047,4325,$0.0498,$0.0498,$0.0427
02/14/2025,$0.0463,28717,$0.045,$0.0495,$0.0353
02/13/2025,$0.053,89800,$0.0523,$0.0599,$0.048
02/12/2025,$0.05,186702,$0.0657,$0.0657,$0.0453
02/11/2025,$0.0596,170291,$0.0554,$0.0652,$0.05
02/10/2025,$0.0593,11739,$0.05,$0.063,$0.05
02/07/2025,$0.05,35113,$0.0564,$0.065,$0.05
02/06/2025,$0.0564,72229,$0.06,$0.08,$0.0564
02/05/2025,$0.0562,44111,$0.309,$0.309,$0.054
02/04/2025,$0.06,87830,$0.0589,$0.06,$0.045
02/03/2025,$0.0539,69145,$0.0501,$0.054,$0.0444
01/31/2025,$0.0461,80000,$0.0438,$0.0461,$0.0438
01/30/2025,$0.0524,10000,$0.0524,$0.0524,$0.0524
01/29/2025,$0.055,360,$0.0514,$0.055,$0.0514
01/28/2025,$0.0517,1400,$0.0517,$0.0517,$0.0517
01/27/2025,$0.0485,166796,$0.06,$0.06,$0.0485
01/24/2025,$0.0572,263155,$0.0573,$0.0618,$0.0532
01/23/2025,$0.063,83283,$0.0566,$0.063,$0.0508
01/22/2025,$0.0531,31680,$0.0496,$0.0604,$0.0496
01/21/2025,$0.0595,3380,$0.0595,$0.0595,$0.0595
01/17/2025,$0.0651,10000,$0.067,$0.067,$0.0651
01/16/2025,$0.061,41131,$0.061,$0.065,$0.0571
01/15/2025,$0.0497,26938,$0.0579,$0.0579,$0.0497
01/14/2025,$0.0579,34700,$0.0574,$0.058,$0.0498
01/13/2025,$0.0585,104638,$0.0615,$0.0615,$0.0585
01/10/2025,$0.0603,99820,$0.0619,$0.0694,$0.052
01/08/2025,$0.0525,13046,$0.0525,$0.0525,$0.0525
